"iid","gender","wave","match","dec_o","age","exphappy","attr1_1","sinc1_1","intel1_1","fun1_1","amb1_1","shar1_1","dec","attr","sinc","intel","fun","amb","shar","prob"
258,0,11,0,1,25,6,7,35,20,20,5,13,0,4,5,9,2,4,4,6
258,0,11,1,1,25,6,7,35,20,20,5,13,1,9,10,9,9,8,NA,5
258,0,11,0,0,25,6,7,35,20,20,5,13,1,6,7,9,3,6,4,6
259,0,11,0,0,25,5,15,18,19,19,17,12,1,7,8,9,6,7,4,5
259,0,11,0,0,25,5,15,18,19,19,17,12,0,5,6,7,5,5,3,3
259,0,11,0,0,25,5,15,18,19,19,17,12,0,7,8,8,5,8,4,4
259,0,11,0,1,25,5,15,18,19,19,17,12,0,7,2,8,8,5,7,3
259,0,11,1,1,25,5,15,18,19,19,17,12,1,7,3,10,10,7,7,10
259,0,11,0,1,25,5,15,18,19,19,17,12,0,7,7,8,6,5,6,4
259,0,11,0,0,25,5,15,18,19,19,17,12,0,5,1,8,4,5,2,1
259,0,11,0,0,25,5,15,18,19,19,17,12,0,5,7,8,5,5,2,3
259,0,11,0,0,25,5,15,18,19,19,17,12,1,7,8,8,5,7,6,6
259,0,11,0,1,25,5,15,18,19,19,17,12,0,7,7,8,8,6,4,5
259,0,11,0,1,25,5,15,18,19,19,17,12,0,6,9,9,5,7,2,5
259,0,11,0,0,25,5,15,18,19,19,17,12,1,7,8,9,8,NA,6,5
259,0,11,0,1,25,5,15,18,19,19,17,12,0,6,8,8,4,7,4,4
259,0,11,0,0,25,5,15,18,19,19,17,12,0,6,8,8,4,8,3,5
259,0,11,0,0,25,5,15,18,19,19,17,12,0,6,6,7,4,8,2,4
259,0,11,0,0,25,5,15,18,19,19,17,12,0,7,7,7,6,6,4,4
259,0,11,0,0,25,5,15,18,19,19,17,12,0,7,8,7,7,7,5,5
259,0,11,0,0,25,5,15,18,19,19,17,12,0,7,7,9,7,4,4,5
259,0,11,0,1,25,5,15,18,19,19,17,12,0,6,8,8,6,7,4,4
259,0,11,0,0,25,5,15,18,19,19,17,12,0,7,7,8,6,8,4,4
259,0,11,0,0,25,5,15,18,19,19,17,12,0,6,6,7,6,8,3,4
260,0,11,0,0,27,6,19,20,19,14,13,15,0,5,7,8,5,8,7,3
260,0,11,0,0,27,6,19,20,19,14,13,15,0,6,8,6,8,7,NA,3
260,0,11,0,1,27,6,19,20,19,14,13,15,0,6,8,7,6,7,6,5
260,0,11,1,1,27,6,19,20,19,14,13,15,1,7,7,8,7,8,6,10
260,0,11,1,1,27,6,19,20,19,14,13,15,1,9,9,10,10,8,3,10
260,0,11,0,0,27,6,19,20,19,14,13,15,0,6,8,7,7,5,4,5
260,0,11,0,1,27,6,19,20,19,14,13,15,0,9,7,8,9,8,NA,5
260,0,11,1,1,27,6,19,20,19,14,13,15,1,7,9,9,8,8,6,5
260,0,11,0,0,27,6,19,20,19,14,13,15,0,4,7,7,4,6,5,5
260,0,11,1,1,27,6,19,20,19,14,13,15,1,7,8,6,8,7,7,5
260,0,11,0,1,27,6,19,20,19,14,13,15,0,4,7,5,5,6,NA,5
260,0,11,0,0,27,6,19,20,19,14,13,15,1,7,8,8,8,7,4,6
260,0,11,1,1,27,6,19,20,19,14,13,15,1,6,9,7,7,6,5,4
260,0,11,0,0,27,6,19,20,19,14,13,15,0,4,8,7,5,5,5,5
260,0,11,0,1,27,6,19,20,19,14,13,15,0,5,6,6,7,10,5,4
260,0,11,0,0,27,6,19,20,19,14,13,15,1,8,8,8,7,7,NA,5
260,0,11,0,0,27,6,19,20,19,14,13,15,1,7,7,8,9,9,NA,5
260,0,11,0,0,27,6,19,20,19,14,13,15,1,7,9,10,6,8,5,5
260,0,11,1,1,27,6,19,20,19,14,13,15,1,6,7,9,7,10,7,5
260,0,11,0,0,27,6,19,20,19,14,13,15,1,8,8,8,8,9,NA,6
260,0,11,0,0,27,6,19,20,19,14,13,15,1,7,7,8,8,9,4,5
261,0,11,0,0,26,3,15,20,20,20,15,10,0,6,8,8,6,5,7,5
261,0,11,0,0,26,3,15,20,20,20,15,10,0,5,6,7,6,6,6,5
261,0,11,1,1,26,3,15,20,20,20,15,10,1,8,8,8,8,7,7,5
261,0,11,1,1,26,3,15,20,20,20,15,10,1,8,10,9,8,7,8,10
261,0,11,1,1,26,3,15,20,20,20,15,10,1,8,8,8,8,7,6,7
261,0,11,0,0,26,3,15,20,20,20,15,10,0,5,7,7,6,6,4,5
261,0,11,0,0,26,3,15,20,20,20,15,10,1,8,6,8,8,8,5,5
261,0,11,1,1,26,3,15,20,20,20,15,10,1,4,8,8,7,8,7,5
261,0,11,0,0,26,3,15,20,20,20,15,10,0,6,8,9,6,6,5,5
261,0,11,0,1,26,3,15,20,20,20,15,10,0,5,7,8,8,8,5,5
261,0,11,0,1,26,3,15,20,20,20,15,10,0,3,6,7,5,7,4,5
261,0,11,0,0,26,3,15,20,20,20,15,10,0,3,5,6,5,4,3,5
261,0,11,0,1,26,3,15,20,20,20,15,10,0,5,7,7,5,6,5,5
261,0,11,0,1,26,3,15,20,20,20,15,10,0,4,5,6,5,5,3,5
261,0,11,0,0,26,3,15,20,20,20,15,10,0,6,4,6,5,6,4,4
261,0,11,0,0,26,3,15,20,20,20,15,10,1,7,6,7,8,7,6,5
261,0,11,0,0,26,3,15,20,20,20,15,10,1,6,7,7,9,8,6,6
261,0,11,0,0,26,3,15,20,20,20,15,10,1,7,8,7,6,6,8,5
261,0,11,1,1,26,3,15,20,20,20,15,10,1,4,8,8,7,8,6,5
261,0,11,0,0,26,3,15,20,20,20,15,10,0,6,6,6,8,8,4,7
261,0,11,0,0,26,3,15,20,20,20,15,10,0,7,6,7,6,5,5,5
262,0,11,0,0,29,1,10,40,20,20,0,10,1,9,9,9,9,8,7,7
262,0,11,0,0,29,1,10,40,20,20,0,10,0,7,7,8,7,8,4,2
262,0,11,0,1,29,1,10,40,20,20,0,10,0,6,8,8,5,8,5,4
262,0,11,0,0,29,1,10,40,20,20,0,10,0,7,7,8,8,7,6,5
262,0,11,0,0,29,1,10,40,20,20,0,10,1,8,7,8,7,6,7,4
262,0,11,0,1,29,1,10,40,20,20,0,10,0,6,8,8,8,8,3,3
262,0,11,0,0,29,1,10,40,20,20,0,10,0,7,7,8,7,6,4,2
262,0,11,0,0,29,1,10,40,20,20,0,10,0,6,9,9,7,6,6,6
262,0,11,0,1,29,1,10,40,20,20,0,10,0,6,7,8,7,6,7,4
262,0,11,0,1,29,1,10,40,20,20,0,10,0,8,8,7,7,7,6,6
262,0,11,0,1,29,1,10,40,20,20,0,10,0,6,7,7,7,7,5,6
262,0,11,0,0,29,1,10,40,20,20,0,10,0,8,8,8,6,7,6,5
262,0,11,0,1,29,1,10,40,20,20,0,10,0,6,8,8,8,6,5,4
262,0,11,0,0,29,1,10,40,20,20,0,10,0,7,9,8,7,6,5,5
262,0,11,0,1,29,1,10,40,20,20,0,10,0,6,7,8,6,9,4,3
262,0,11,0,0,29,1,10,40,20,20,0,10,0,9,8,7,8,6,6,2
262,0,11,0,1,29,1,10,40,20,20,0,10,0,8,8,9,8,8,8,7
262,0,11,0,0,29,1,10,40,20,20,0,10,0,6,6,7,6,7,5,2
262,0,11,0,1,29,1,10,40,20,20,0,10,0,7,8,8,7,8,6,4
262,0,11,0,0,29,1,10,40,20,20,0,10,0,10,9,9,6,6,5,2
262,0,11,0,0,29,1,10,40,20,20,0,10,0,8,8,8,8,8,3,3
263,0,11,0,0,26,1,20,20,20,10,20,10,1,8,10,10,9,10,5,5
263,0,11,1,1,26,1,20,20,20,10,20,10,1,8,9,8,7,8,5,2
263,0,11,0,1,26,1,20,20,20,10,20,10,0,5,10,9,7,7,7,1
263,0,11,0,1,26,1,20,20,20,10,20,10,0,5,9,7,7,7,3,0
263,0,11,0,0,26,1,20,20,20,10,20,10,0,8,8,8,8,8,0,0
263,0,11,0,1,26,1,20,20,20,10,20,10,0,4,7,7,7,7,3,2
263,0,11,0,0,26,1,20,20,20,10,20,10,0,9,9,8,9,7,5,2
263,0,11,0,1,26,1,20,20,20,10,20,10,0,6,9,9,9,7,3,5
263,0,11,0,1,26,1,20,20,20,10,20,10,0,7,4,9,6,7,3,3
263,0,11,1,1,26,1,20,20,20,10,20,10,1,9,9,9,9,9,8,8
263,0,11,0,0,26,1,20,20,20,10,20,10,1,8,10,9,9,9,5,7
263,0,11,0,0,26,1,20,20,20,10,20,10,0,6,10,9,6,8,3,2
263,0,11,0,1,26,1,20,20,20,10,20,10,0,6,10,8,7,8,6,6
263,0,11,0,1,26,1,20,20,20,10,20,10,0,6,10,10,9,10,5,5
263,0,11,0,0,26,1,20,20,20,10,20,10,0,NA,NA,NA,NA,NA,NA,NA
263,0,11,1,1,26,1,20,20,20,10,20,10,1,5,10,9,7,7,7,1
263,0,11,1,1,26,1,20,20,20,10,20,10,1,6,10,9,10,8,5,6
263,0,11,1,1,26,1,20,20,20,10,20,10,1,8,9,9,9,8,7,6
263,0,11,0,1,26,1,20,20,20,10,20,10,0,4,10,10,8,10,2,4
263,0,11,1,1,26,1,20,20,20,10,20,10,1,10,8,9,10,10,7,4
263,0,11,0,0,26,1,20,20,20,10,20,10,0,9,9,9,4,10,3,4
264,0,11,0,0,26,3,15,15,25,20,5,20,0,3,6,6,5,6,3,3
264,0,11,1,1,26,3,15,15,25,20,5,20,1,6,8,8,8,7,6,6
264,0,11,0,1,26,3,15,15,25,20,5,20,0,5,6,7,5,8,5,6
264,0,11,0,1,26,3,15,15,25,20,5,20,0,5,6,7,6,6,6,5
264,0,11,0,0,26,3,15,15,25,20,5,20,1,6,6,7,7,6,6,6
264,0,11,0,0,26,3,15,15,25,20,5,20,0,3,6,7,7,7,3,3
264,0,11,1,1,26,3,15,15,25,20,5,20,1,7,8,8,8,7,5,6
264,0,11,1,1,26,3,15,15,25,20,5,20,1,5,7,8,7,5,6,6
264,0,11,0,1,26,3,15,15,25,20,5,20,0,4,4,6,3,6,5,3
264,0,11,1,1,26,3,15,15,25,20,5,20,1,8,8,7,5,5,6,5
264,0,11,0,1,26,3,15,15,25,20,5,20,0,4,8,8,8,6,4,3
264,0,11,0,0,26,3,15,15,25,20,5,20,1,7,8,8,6,6,5,6
264,0,11,0,1,26,3,15,15,25,20,5,20,0,2,5,6,2,6,7,4
264,0,11,0,0,26,3,15,15,25,20,5,20,0,4,7,7,7,5,5,5
264,0,11,0,1,26,3,15,15,25,20,5,20,0,2,3,6,4,6,5,3
264,0,11,0,0,26,3,15,15,25,20,5,20,1,8,7,7,7,7,6,6
264,0,11,0,1,26,3,15,15,25,20,5,20,0,6,8,8,8,7,8,8
264,0,11,0,0,26,3,15,15,25,20,5,20,0,5,6,7,7,7,5,4
264,0,11,0,1,26,3,15,15,25,20,5,20,0,7,6,6,3,6,5,4
264,0,11,0,1,26,3,15,15,25,20,5,20,0,6,7,6,7,6,6,4
264,0,11,0,0,26,3,15,15,25,20,5,20,0,3,7,6,4,6,4,4
265,0,11,0,0,32,3,15,5,45,10,15,10,1,6,6,6,4,4,9,3
265,0,11,0,0,32,3,15,5,45,10,15,10,0,5,6,6,4,4,3,1
265,0,11,0,1,32,3,15,5,45,10,15,10,0,8,6,10,5,6,8,1
265,0,11,0,0,32,3,15,5,45,10,15,10,0,6,5,8,4,6,8,2
265,0,11,0,0,32,3,15,5,45,10,15,10,0,5,6,6,5,6,4,2
265,0,11,0,0,32,3,15,5,45,10,15,10,0,5,6,6,5,5,7,3
265,0,11,0,0,32,3,15,5,45,10,15,10,0,6,4,5,5,6,3,2
265,0,11,0,0,32,3,15,5,45,10,15,10,1,8,10,10,5,8,4,3
265,0,11,1,1,32,3,15,5,45,10,15,10,1,9,6,9,3,6,2,3
265,0,11,0,1,32,3,15,5,45,10,15,10,0,9,8,8,8,6,2,2
265,0,11,0,1,32,3,15,5,45,10,15,10,0,NA,NA,NA,NA,NA,NA,NA
265,0,11,0,0,32,3,15,5,45,10,15,10,0,8,8,8,4,6,2,2
265,0,11,0,1,32,3,15,5,45,10,15,10,0,5,6,8,2,5,2,2
265,0,11,0,1,32,3,15,5,45,10,15,10,0,6,8,8,4,8,6,2
265,0,11,0,1,32,3,15,5,45,10,15,10,0,6,8,9,5,6,3,2
265,0,11,0,0,32,3,15,5,45,10,15,10,0,6,7,7,6,7,7,2
265,0,11,0,0,32,3,15,5,45,10,15,10,0,6,6,6,6,6,1,2
265,0,11,0,0,32,3,15,5,45,10,15,10,0,9,5,8,3,6,3,2
265,0,11,0,0,32,3,15,5,45,10,15,10,0,6,7,7,6,7,3,2
265,0,11,0,0,32,3,15,5,45,10,15,10,0,9,6,8,4,7,2,2
265,0,11,0,0,32,3,15,5,45,10,15,10,0,6,8,8,4,8,3,3
266,0,11,0,1,28,4,25,20,20,25,0,10,0,5,8,9,4,8,2,7
266,0,11,0,1,28,4,25,20,20,25,0,10,0,4,4,6,4,4,1,6
266,0,11,0,1,28,4,25,20,20,25,0,10,0,5,0,5,3,7,NA,2
266,0,11,0,1,28,4,25,20,20,25,0,10,0,4,6,7,5,4,1,6
266,0,11,0,0,28,4,25,20,20,25,0,10,0,4,8,6,4,3,NA,2
266,0,11,0,1,28,4,25,20,20,25,0,10,0,4,7,9,3,5,NA,6
266,0,11,0,1,28,4,25,20,20,25,0,10,0,7,9,9,6,5,3,7
266,0,11,0,0,28,4,25,20,20,25,0,10,0,3,6,8,3,NA,NA,5
266,0,11,0,1,28,4,25,20,20,25,0,10,0,4,7,9,3,NA,5,5
266,0,11,0,1,28,4,25,20,20,25,0,10,0,4,8,6,5,4,NA,5
266,0,11,0,1,28,4,25,20,20,25,0,10,0,2,7,7,10,5,NA,7
266,0,11,0,0,28,4,25,20,20,25,0,10,1,6,6,7,8,5,5,5
266,0,11,0,1,28,4,25,20,20,25,0,10,0,2,6,7,2,6,1,5
266,0,11,0,1,28,4,25,20,20,25,0,10,0,4,9,5,3,NA,5,5
266,0,11,0,1,28,4,25,20,20,25,0,10,0,2,2,7,0,4,0,5
266,0,11,1,1,28,4,25,20,20,25,0,10,1,6,8,8,7,5,NA,5
266,0,11,1,1,28,4,25,20,20,25,0,10,1,7,9,8,7,5,NA,7
266,0,11,0,1,28,4,25,20,20,25,0,10,0,8,5,8,2,4,0,0
266,0,11,1,1,28,4,25,20,20,25,0,10,1,7,8,9,9,9,6,8
266,0,11,1,1,28,4,25,20,20,25,0,10,1,6,7,8,6,4,0,3
266,0,11,0,0,28,4,25,20,20,25,0,10,0,4,5,4,5,6,0,5
267,0,11,0,0,26,4,20,30,10,15,10,15,0,4,5,6,5,5,5,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,4,6,5,5,5,4,6
267,0,11,0,1,26,4,20,30,10,15,10,15,0,6,5,7,4,7,4,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,5,6,6,6,7,6,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,6,6,5,5,6,6,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,4,6,5,5,5,5,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,6,5,5,5,5,5,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,4,7,7,4,7,4,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,4,6,7,3,4,4,6
267,0,11,0,1,26,4,20,30,10,15,10,15,0,6,5,6,6,7,7,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,3,7,7,5,5,4,7
267,0,11,0,0,26,4,20,30,10,15,10,15,0,3,6,6,6,7,6,6
267,0,11,0,1,26,4,20,30,10,15,10,15,0,3,6,6,6,5,4,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,3,7,7,6,7,4,6
267,0,11,0,1,26,4,20,30,10,15,10,15,0,3,7,7,4,6,5,3
267,0,11,0,0,26,4,20,30,10,15,10,15,0,5,5,6,6,7,4,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,5,5,5,6,6,5,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,4,6,7,4,6,4,6
267,0,11,0,1,26,4,20,30,10,15,10,15,0,4,7,7,6,7,7,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,5,5,6,7,7,7,6
267,0,11,0,0,26,4,20,30,10,15,10,15,0,4,7,6,5,6,5,6
268,0,11,1,1,24,5,30,20,20,10,15,5,1,9,9,9,8,NA,7,7
268,0,11,1,1,24,5,30,20,20,10,15,5,1,8,7,7,8,8,8,7
268,0,11,0,1,24,5,30,20,20,10,15,5,0,8,7,7,6,NA,NA,5
268,0,11,1,1,24,5,30,20,20,10,15,5,1,7,8,9,7,8,8,6
268,0,11,1,1,24,5,30,20,20,10,15,5,1,7,8,9,6,NA,7,5
268,0,11,0,1,24,5,30,20,20,10,15,5,0,6,8,8,7,9,NA,6
268,0,11,1,1,24,5,30,20,20,10,15,5,1,9.5,9,9,8,9,8,7
268,0,11,0,0,24,5,30,20,20,10,15,5,0,5,8,8,7,7,5,5
268,0,11,0,1,24,5,30,20,20,10,15,5,0,5,6,7,5,5,4,5
268,0,11,0,1,24,5,30,20,20,10,15,5,0,7,5,6,7,NA,5,5
268,0,11,0,1,24,5,30,20,20,10,15,5,0,5,7,8,6,5,5,8
268,0,11,0,1,24,5,30,20,20,10,15,5,0,8,8,7,6,8,NA,5
268,0,11,0,1,24,5,30,20,20,10,15,5,0,6,8,8,5,8,6,5
268,0,11,0,1,24,5,30,20,20,10,15,5,0,5,6,6,6,6,4,4
268,0,11,0,1,24,5,30,20,20,10,15,5,0,5,5,6,4,7,6,5
268,0,11,1,1,24,5,30,20,20,10,15,5,1,7,7,7,7,NA,NA,6
268,0,11,1,1,24,5,30,20,20,10,15,5,1,5,7,9,6,8,8,4
268,0,11,1,1,24,5,30,20,20,10,15,5,1,8,8,9,8,8,8,6
268,0,11,0,1,24,5,30,20,20,10,15,5,0,5,8,9,7,9,8,6
268,0,11,1,1,24,5,30,20,20,10,15,5,1,9,8,9,8,8,7,6
268,0,11,1,1,24,5,30,20,20,10,15,5,1,7,8,9,6,9,7,5
269,0,11,0,1,24,6,20,10,30,15,15,10,0,6,8,8,6,9,8,7
269,0,11,1,1,24,6,20,10,30,15,15,10,1,8,8,7,7,6,7,7
269,0,11,0,1,24,6,20,10,30,15,15,10,0,6,7,8,4,10,4,4
269,0,11,0,1,24,6,20,10,30,15,15,10,0,6,8,9,6,8,3,8
269,0,11,0,0,24,6,20,10,30,15,15,10,1,8,7,7,6,7,7,7
269,0,11,0,0,24,6,20,10,30,15,15,10,0,5,8,9,6,8,3,7
269,0,11,1,1,24,6,20,10,30,15,15,10,1,8,7,8,6,10,5,7
269,0,11,0,1,24,6,20,10,30,15,15,10,0,5,9,9,8,8,8,8
269,0,11,0,1,24,6,20,10,30,15,15,10,0,6,6,10,5,10,5,7
269,0,11,0,1,24,6,20,10,30,15,15,10,0,6,8,5,7,6,5,5
269,0,11,1,1,24,6,20,10,30,15,15,10,1,7,10,7,6,9,3,9
269,0,11,0,0,24,6,20,10,30,15,15,10,0,6,8,8,7,7,4,5
269,0,11,0,1,24,6,20,10,30,15,15,10,0,6,9,8,6,10,5,10
269,0,11,0,0,24,6,20,10,30,15,15,10,0,7,8,9,6,7,4,7
269,0,11,0,1,24,6,20,10,30,15,15,10,0,6,8,8,8,9,2,6
269,0,11,1,1,24,6,20,10,30,15,15,10,1,7,9,8,7,8,6,6
269,0,11,1,1,24,6,20,10,30,15,15,10,1,8,8,8,7,7,4,7
269,0,11,0,1,24,6,20,10,30,15,15,10,0,9,6,8,5,8,5,6
269,0,11,1,1,24,6,20,10,30,15,15,10,1,7,8,9,8,9,8,7
269,0,11,0,0,24,6,20,10,30,15,15,10,0,8,7,7,9,7,2,5
269,0,11,0,1,24,6,20,10,30,15,15,10,0,8,6,7,7,7,5,6
270,0,11,0,0,23,5,16,16,19,17,14,18,1,5,6,6,4,5,6,6
270,0,11,0,0,23,5,16,16,19,17,14,18,0,4,5,5,5,5,4,4
270,0,11,0,1,23,5,16,16,19,17,14,18,0,5,8,7,5,6,4,5
270,0,11,1,1,23,5,16,16,19,17,14,18,1,7,7,8,7,6,8,6
270,0,11,0,1,23,5,16,16,19,17,14,18,0,5,6,7,6,7,7,5
270,0,11,0,0,23,5,16,16,19,17,14,18,0,5,6,5,4,5,6,4
270,0,11,1,1,23,5,16,16,19,17,14,18,1,6,6,6,5,5,5,6
270,0,11,1,1,23,5,16,16,19,17,14,18,1,6,7,8,7,6,6,6
270,0,11,1,1,23,5,16,16,19,17,14,18,1,6,6,7,5,5,6,7
270,0,11,1,1,23,5,16,16,19,17,14,18,1,6,7,6,7,5,6,5
270,0,11,0,1,23,5,16,16,19,17,14,18,0,5,7,7,5,6,5,5
270,0,11,0,0,23,5,16,16,19,17,14,18,1,5,7,7,6,5,6,6
270,0,11,0,1,23,5,16,16,19,17,14,18,0,4,5,5,4,5,4,4
270,0,11,0,1,23,5,16,16,19,17,14,18,0,5,6,6,4,6,5,4
270,0,11,0,1,23,5,16,16,19,17,14,18,0,4,6,5,5,6,4,4
270,0,11,0,0,23,5,16,16,19,17,14,18,1,6,7,7,6,5,6,5
270,0,11,0,0,23,5,16,16,19,17,14,18,1,6,5,6,4,6,5,5
270,0,11,0,0,23,5,16,16,19,17,14,18,1,5,6,7,4,6,5,5
270,0,11,0,1,23,5,16,16,19,17,14,18,0,4,5,8,5,7,5,5
270,0,11,0,0,23,5,16,16,19,17,14,18,1,7,7,7,6,6,6,5
270,0,11,0,0,23,5,16,16,19,17,14,18,1,6,5,5,5,6,5,5
271,0,11,0,0,23,8,10,15,40,15,10,10,0,6,6,7,5,5,6,5
271,0,11,0,0,23,8,10,15,40,15,10,10,0,5,4,4,5,5,6,5
271,0,11,0,1,23,8,10,15,40,15,10,10,0,6,4,5,5,4,4,5
271,0,11,0,1,23,8,10,15,40,15,10,10,0,4,4,7,4,4,5,4
271,0,11,0,0,23,8,10,15,40,15,10,10,1,6,5,7,5,6,5,4
271,0,11,0,0,23,8,10,15,40,15,10,10,0,4,4,6,4,4,2,4
271,0,11,0,0,23,8,10,15,40,15,10,10,1,7,6,7,6,6,6,6
271,0,11,0,1,23,8,10,15,40,15,10,10,0,5,4,8,4,4,6,5
271,0,11,0,0,23,8,10,15,40,15,10,10,0,4,5,6,3,4,4,4
271,0,11,1,1,23,8,10,15,40,15,10,10,1,7,7,7,7,5,6,5
271,0,11,0,1,23,8,10,15,40,15,10,10,0,4,6,5,4,5,4,6
271,0,11,0,0,23,8,10,15,40,15,10,10,0,5,3,4,3,4,4,4
271,0,11,0,1,23,8,10,15,40,15,10,10,0,4,6,6,4,5,6,6
271,0,11,0,1,23,8,10,15,40,15,10,10,0,5,6,6,4,5,4,6
271,0,11,0,1,23,8,10,15,40,15,10,10,0,4,4,4,4,4,4,4
271,0,11,0,0,23,8,10,15,40,15,10,10,1,7,6,6,6,5,6,6
271,0,11,0,0,23,8,10,15,40,15,10,10,1,4,7,7,7,5,6,7
271,0,11,0,0,23,8,10,15,40,15,10,10,1,6,7,7,6,6,7,6
271,0,11,0,1,23,8,10,15,40,15,10,10,0,4,7,6,6,5,6,6
271,0,11,0,0,23,8,10,15,40,15,10,10,1,7,7,7,6,6,7,6
271,0,11,1,1,23,8,10,15,40,15,10,10,1,6,7,6,7,7,6,6
272,0,11,0,0,25,8,25,20,25,25,5,0,0,4,4,7,6,7,6,5
272,0,11,0,1,25,8,25,20,25,25,5,0,0,4,6,7,8,9,8,7
272,0,11,0,1,25,8,25,20,25,25,5,0,0,7,6,8,7,7,6,7
272,0,11,0,0,25,8,25,20,25,25,5,0,0,6,8,9,7,8,6,7
272,0,11,0,0,25,8,25,20,25,25,5,0,1,7,7,8,7,8,7,8
272,0,11,0,0,25,8,25,20,25,25,5,0,0,5,4,10,6,10,6,7
272,0,11,0,0,25,8,25,20,25,25,5,0,1,8,9,8,8,7,7,8
272,0,11,0,0,25,8,25,20,25,25,5,0,0,2,4,8,1,6,6,8
272,0,11,0,1,25,8,25,20,25,25,5,0,0,7,6,9,7,9,8,9
272,0,11,0,1,25,8,25,20,25,25,5,0,0,6,7,9,8,8,7,7
272,0,11,0,1,25,8,25,20,25,25,5,0,0,5,7,7,6,7,6,8
272,0,11,0,0,25,8,25,20,25,25,5,0,0,3,4,6,5,6,5,6
272,0,11,0,1,25,8,25,20,25,25,5,0,0,4,4,7,4,7,4,8
272,0,11,0,1,25,8,25,20,25,25,5,0,0,3,2,8,7,6,5,5
272,0,11,0,1,25,8,25,20,25,25,5,0,0,2,2,6,5,4,4,4
272,0,11,0,0,25,8,25,20,25,25,5,0,0,5,5,8,7,10,5,6
272,0,11,0,0,25,8,25,20,25,25,5,0,0,6,6,7,6,5,4,7
272,0,11,0,0,25,8,25,20,25,25,5,0,1,7,6,9,7,8,6,7
272,0,11,0,1,25,8,25,20,25,25,5,0,0,5,6,10,6,10,6,8
272,0,11,0,1,25,8,25,20,25,25,5,0,0,6,8,8,7,8,7,7
272,0,11,0,1,25,8,25,20,25,25,5,0,0,6,6,6,6,6,6,8
273,1,11,0,1,29,5,30,25,18,18,4,5,0,4,8,8,7,6,3,2
273,1,11,0,0,29,5,30,25,18,18,4,5,0,1,7,8,5,7,4,2
273,1,11,0,0,29,5,30,25,18,18,4,5,1,8,8,9,7,8,5,3
273,1,11,0,0,29,5,30,25,18,18,4,5,0,6,5,5,8,4,8,1
273,1,11,0,0,29,5,30,25,18,18,4,5,0,7,6,8,5,5,8,1
273,1,11,0,0,29,5,30,25,18,18,4,5,0,7,6,7,5,8,1,1
273,1,11,0,0,29,5,30,25,18,18,4,5,0,8,7,8,8,8,6,2
273,1,11,0,1,29,5,30,25,18,18,4,5,0,4,5,8,6,8,4,1
273,1,11,0,0,29,5,30,25,18,18,4,5,0,2,8,8,7,8,9,1
273,1,11,0,0,29,5,30,25,18,18,4,5,0,2,7,7,5,5,4,1
273,1,11,0,1,29,5,30,25,18,18,4,5,0,2,8,9,9,8,5,4
273,1,11,0,1,29,5,30,25,18,18,4,5,0,2,8,8,9,7,4,5
273,1,11,0,0,29,5,30,25,18,18,4,5,0,5,6,5,5,7,3,1
273,1,11,0,1,29,5,30,25,18,18,4,5,0,5,7,9,4,8,9,4
273,1,11,0,0,29,5,30,25,18,18,4,5,1,8,8,9,7,7,6,6
273,1,11,0,0,29,5,30,25,18,18,4,5,0,9,7,5,6,5,7,5
273,1,11,1,1,29,5,30,25,18,18,4,5,1,10,9,9,6,9,6,10
273,1,11,0,0,29,5,30,25,18,18,4,5,1,9,9,8,5,6,7,6
273,1,11,0,1,29,5,30,25,18,18,4,5,0,4,7,7,5,7,5,1
273,1,11,0,0,29,5,30,25,18,18,4,5,0,7,6,5,6,4,4,2
273,1,11,0,0,29,5,30,25,18,18,4,5,0,9,8,7,7,6,5,1
274,1,11,1,1,24,6,30,10,20,20,10,10,1,7,9,8,9,8,7,10
274,1,11,1,1,24,6,30,10,20,20,10,10,1,5,6,8,7,7,8,7
274,1,11,0,0,24,6,30,10,20,20,10,10,0,6,7,10,6,9,3,8
274,1,11,0,0,24,6,30,10,20,20,10,10,0,2,4,6,4,6,4,3
274,1,11,0,0,24,6,30,10,20,20,10,10,0,4,8,8,5,9,NA,7
274,1,11,0,0,24,6,30,10,20,20,10,10,0,6,8,8,8,8,8,6
274,1,11,0,0,24,6,30,10,20,20,10,10,0,7,6,5,6,7,6,6
274,1,11,0,0,24,6,30,10,20,20,10,10,0,8,7,8,5,6,5,2
274,1,11,0,0,24,6,30,10,20,20,10,10,0,3,7,8,6,10,2,4
274,1,11,0,0,24,6,30,10,20,20,10,10,0,3,0,6,5,4,5,5
274,1,11,0,0,24,6,30,10,20,20,10,10,0,4,6,7,6,2,5,7
274,1,11,1,1,24,6,30,10,20,20,10,10,1,7,8,9,9,8,9,6
