"date","price","bedrooms","bathrooms","sqft_living","sqft_lot","floors","waterfront","condition","grade","sqft_above","sqft_basement","yr_built","yr_renovated","zipcode"
"20141107T000000",645000,5,2.25,3340,52476,2,0,4,8,3340,0,1975,0,98027
"20141223T000000",312000,2,1,1160,7500,1.5,0,4,7,1160,0,1916,0,98014
"20141010T000000",663000,3,2.25,2840,59677,1,0,3,7,1580,1260,1967,0,98075
"20141020T000000",443950,3,1.75,2000,36000,1,0,3,6,2000,0,1946,1995,98056
"20140530T000000",315000,3,2,1060,5750,1,0,3,7,1060,0,1981,0,98126
"20150323T000000",302200,4,1.5,1730,10396,1,0,3,7,1730,0,1964,0,98058
"20150108T000000",770000,3,2.5,2190,2658,2,0,4,9,2190,0,1979,0,98033
"20150122T000000",374950,4,1.75,1660,8160,1,0,3,8,1660,0,1974,0,98058
"20140611T000000",330000,3,2.5,2210,7557,2,0,3,9,2210,0,1989,0,98023
"20141020T000000",230000,2,1,870,7020,1,0,4,6,570,300,1942,0,98106
"20150427T000000",967000,4,2.5,3100,7250,2,0,3,9,3100,0,2010,0,98115
"20140908T000000",536500,4,2.5,1720,3515,2,0,3,8,1470,250,2000,0,98144
"20140627T000000",315000,6,4,3120,4240,2,0,4,7,2090,1030,1993,0,98106
"20140716T000000",626000,3,1,1040,4240,1,0,4,7,860,180,1924,0,98117
"20140718T000000",334009,4,2,1650,9305,1,0,4,6,1650,0,1960,0,98034
"20150129T000000",429000,2,1,1010,5000,1,0,2,7,1010,0,1924,0,98107
"20150205T000000",818000,4,2.5,4020,44431,2,0,3,10,4020,0,1987,0,98072
"20140828T000000",326000,5,2.75,2166,6342,2,0,3,8,2166,0,2013,0,98042
"20140612T000000",310000,5,3,1880,5000,1,0,3,7,1100,780,1997,0,98106
"20150421T000000",525000,4,2,2260,7680,1,0,4,7,1130,1130,1947,0,98177
"20150403T000000",350000,3,2.25,2010,4400,1.5,0,3,7,2010,0,1986,0,98055
"20150402T000000",936000,4,2.5,3330,8897,2,0,3,10,3330,0,2001,0,98074
"20141129T000000",226000,3,1,1520,7200,1,0,3,7,1030,490,1954,0,98166
"20150501T000000",1250000,5,3.5,3510,4798,2,0,3,10,2700,810,2008,0,98105
"20140819T000000",428000,3,1.75,1580,507038,1,0,4,7,1580,0,1985,0,98022
"20140529T000000",329932,3,1.5,1460,5040,1,0,3,7,1100,360,1971,0,98133
"20150120T000000",539000,3,1.5,1460,5040,1,0,3,7,1100,360,1971,0,98133
"20150310T000000",275000,3,1.75,1650,7700,1,0,4,8,1650,0,1977,0,98023
"20140910T000000",590000,4,2.5,2660,35010,2,0,3,9,2660,0,1993,0,98045
"20150123T000000",782000,4,2.5,3510,24604,2,0,3,10,3510,0,1997,0,98053
"20140616T000000",575000,4,2.5,2120,9603,2,0,3,8,2120,0,1985,0,98027
"20150114T000000",509000,3,2.25,1780,9315,2,0,3,7,1780,0,1996,0,98133
"20140509T000000",290000,4,2.5,2000,13300,1,0,4,7,1200,800,1968,0,98001
"20140728T000000",305240,3,1,1300,9000,1,0,3,7,1300,0,1956,0,98133
"20140610T000000",555000,3,2,2180,4976,1.5,0,4,8,1680,500,1930,0,98126
"20140725T000000",317000,3,2,1790,8228,1,0,3,7,1390,400,1980,0,98058
"20140613T000000",430000,3,2,1910,5040,1.5,0,3,8,1910,0,1971,0,98074
"20150224T000000",850000,2,1.5,1800,4144,1,0,4,7,900,900,1962,0,98116
"20141126T000000",469000,3,2.25,2620,10659,1,0,3,7,1660,960,1976,0,98155
"20140730T000000",327200,2,2,1440,8425,1,0,4,6,1440,0,1942,1983,98168
"20140612T000000",835000,3,3,2790,12523,2,1,4,8,1600,1190,1977,0,98198
"20140903T000000",360000,4,2.5,2340,13445,2,0,3,8,2340,0,1990,0,98042
"20141211T000000",372000,4,2.5,2070,8658,2,0,3,8,2070,0,1999,0,98178
"20150326T000000",453000,3,1,2160,11484,1.5,0,4,7,2160,0,1968,0,98034
"20140813T000000",275000,2,1.75,2090,11317,1,0,5,7,1090,1000,1931,0,98188
"20140702T000000",475000,4,2.5,2040,7260,2,0,4,7,2040,0,1963,0,98133
"20150213T000000",310000,4,2.75,1950,9720,1,0,3,7,1400,550,1986,0,98031
"20150210T000000",173000,4,2,1200,8460,1,0,5,7,1200,0,1957,0,98188
"20150403T000000",313500,5,3,2240,94960,1,0,3,6,2240,0,1985,0,98045
"20140729T000000",345000,3,2.5,1360,1489,2,0,3,8,1360,0,2007,0,98126
"20150316T000000",436000,3,1.5,1500,10200,1,0,3,8,1300,200,1955,0,98177
"20140924T000000",244500,2,1.75,1300,14500,1,0,3,6,650,650,1939,0,98168
"20140711T000000",206000,3,1.75,1140,9800,1,0,4,7,1140,0,1968,0,98001
"20150421T000000",890000,4,2.5,2930,9158,2,0,3,9,2930,0,2005,0,98052
"20150122T000000",329950,4,2.25,2140,8874,2,0,3,8,2140,0,1986,0,98092
"20150217T000000",250000,3,1.75,1628,286355,1,0,3,7,1628,0,1996,0,98092
"20141027T000000",246000,3,2,1990,203861,1,0,3,7,1990,0,1949,0,98022
"20140716T000000",440000,3,1.75,1950,19747,1,0,3,7,1150,800,1979,0,98072
"20140924T000000",395000,4,1.75,1910,8117,1,0,3,7,1460,450,1975,0,98072
"20140926T000000",305000,3,1,820,5150,1,0,5,6,820,0,1918,0,98118
"20140923T000000",160000,3,2.25,1470,8682,1,0,3,7,1160,310,1985,0,98003
"20150226T000000",269000,3,2.25,1470,8682,1,0,3,7,1160,310,1985,0,98003
"20140811T000000",169500,3,1,1060,10023,1,0,3,6,1060,0,1962,0,98023
"20141205T000000",690500,4,2.75,3130,8920,2,0,3,8,3130,0,2014,0,98155
"20141203T000000",245560,2,1.5,1260,9693,1,0,3,7,1260,0,1957,0,98177
"20150311T000000",345000,4,2.75,2200,13498,2,0,3,8,2200,0,1987,0,98023
"20141015T000000",383000,4,1.75,2580,19607,1,0,4,8,1290,1290,1958,0,98056
"20140827T000000",388500,3,2.25,1350,944,2,0,3,8,1050,300,2007,0,98144
"20140918T000000",250000,3,1.75,1350,8548,1,0,3,7,1350,0,1985,0,98003
"20150203T000000",455500,3,1.75,2290,19000,1,0,4,9,1650,640,1973,0,98042
"20141201T000000",672000,3,1,1220,8573,1,0,4,7,1220,0,1954,0,98004
"20140630T000000",550000,4,1.5,2750,128502,1,0,2,7,1500,1250,1958,0,98055
"20150506T000000",487000,3,1.75,1430,12632,1,0,3,7,1430,0,1959,0,98008
"20140820T000000",291375,4,2.5,2220,6233,2,0,3,7,2220,0,2001,0,98059
"20150304T000000",225000,3,1,1490,15850,1,0,3,7,1490,0,1946,0,98133
"20141111T000000",519950,5,3.5,2440,10200,2,0,4,7,2440,0,1974,0,98075
"20140826T000000",250000,3,2.5,2070,8400,2,0,4,8,2070,0,1990,0,98002
"20140918T000000",614950,3,1,1500,2400,1.5,0,5,7,1500,0,1900,0,98119
"20150114T000000",599500,4,2.25,2020,10260,2,0,4,7,2020,0,1984,0,98052
"20140924T000000",625000,4,1.5,2190,13660,1,0,3,8,2190,0,1952,0,98177
"20150506T000000",248500,2,1,780,10064,1,0,4,7,780,0,1958,0,98168
"20140930T000000",469950,5,2,1220,4200,1,0,4,6,1090,130,1921,0,98105
"20150422T000000",525000,3,1.5,1840,10956,1,0,4,8,1840,0,1970,0,98033
"20140902T000000",787500,2,2.5,2390,6928,2,0,4,8,1810,580,1949,1982,98146
"20150416T000000",485000,4,2.5,3710,15935,1,0,3,10,2130,1580,2005,0,98001
"20150407T000000",310000,2,1,750,5379,1,0,3,6,750,0,1919,0,98118
"20141010T000000",280000,5,2,2110,7919,1,0,3,7,1110,1000,1966,0,98118
"20150402T000000",2e+05,4,1,1020,42966,1.5,0,4,6,1020,0,1922,0,98072
"20141010T000000",490000,3,2.5,3080,7363,2,0,3,9,3080,0,2006,0,98055
"20141231T000000",146000,3,1,900,4770,1,0,3,6,900,0,1969,2009,98023
"20141120T000000",5e+05,5,3,3720,25474,2,0,3,9,2090,1630,1986,0,98001
"20140910T000000",242500,3,1,940,7380,1,0,3,6,940,0,1959,0,98058
"20141006T000000",324950,3,1,1040,7288,1,0,3,7,1040,0,1959,0,98125
"20150416T000000",231500,2,1,1000,7615,1,0,4,6,1000,0,1943,0,98056
"20140529T000000",3e+05,3,2.5,2080,9827,2,0,3,8,2080,0,1989,0,98023
"20141202T000000",545000,4,2.5,2500,50595,2,0,3,9,2500,0,1997,0,98045
"20150217T000000",350000,3,1,1050,8583,1,0,5,6,1050,0,1955,0,98133
"20140523T000000",467100,3,1.75,1620,8645,1,0,3,7,1190,430,1973,0,98052
"20150408T000000",180000,3,1,1610,8500,1.5,0,3,7,1610,0,1959,0,98032
"20140710T000000",749000,4,1.5,2130,5000,2,0,4,8,2130,0,1920,0,98144
"20141009T000000",245000,3,2.5,1460,11593,2,0,3,7,1460,0,1989,0,98023
"20140819T000000",260000,5,1,1600,7350,1,0,5,7,1600,0,1962,0,98031
"20140607T000000",490000,3,3,1730,2940,3,0,3,7,1730,0,1985,0,98117
"20140827T000000",565000,4,2.5,2280,4602,2,0,3,8,2280,0,2003,0,98075
"20140825T000000",330000,4,2.25,2430,7490,2,0,3,8,2430,0,1983,0,98058
"20141104T000000",295000,3,1,1380,7575,1,0,4,7,1380,0,1963,0,98056
"20141009T000000",725000,3,1.5,1790,6000,1.5,0,4,7,1790,0,1903,0,98115
"20140903T000000",1135000,4,2.5,3370,10602,2,0,3,10,3370,0,1999,0,98007
"20140804T000000",680000,3,2.25,2920,6300,1,0,3,8,1710,1210,1956,0,98177
"20141030T000000",490000,2,1,2180,9300,1,0,4,7,1090,1090,1947,0,98177
"20150427T000000",635000,3,1.75,1480,6985,1.5,0,4,7,1200,280,1926,0,98117
"20150406T000000",750000,3,2.5,2350,715690,1.5,0,4,9,2350,0,1979,0,98022
"20141209T000000",330000,4,2.25,2440,8098,2,0,3,8,2440,0,1983,0,98023
"20150324T000000",270000,3,2.5,1350,1189,2,0,3,7,1080,270,2007,0,98106
"20140514T000000",340000,3,2.25,1970,3716,2,0,3,7,1970,0,1997,0,98056
"20150304T000000",413252,3,0.75,1110,3960,1,0,3,7,1110,0,1951,0,98117
"20150210T000000",6e+05,4,2.75,2950,5803,2,0,3,9,2950,0,2007,0,98028
"20150415T000000",726888,5,3,2970,7261,2,0,3,9,2970,0,1999,0,98075
"20141206T000000",285000,2,1,720,6400,1,0,4,6,720,0,1943,0,98126
"20150206T000000",365000,2,1,770,5680,1,0,4,6,770,0,1929,0,98117
"20150309T000000",295000,4,2,1650,7200,1,0,3,7,1650,0,1964,0,98133
"20150318T000000",460000,3,2.25,1620,7350,1,0,3,7,1170,450,1969,0,98034
"20140925T000000",230000,3,1.5,1510,10588,1.5,0,3,7,1510,0,1947,0,98198
"20140522T000000",337000,3,1,1070,6109,1,0,5,7,1070,0,1951,0,98125
"20140908T000000",3e+05,3,1,1010,6300,1,0,3,7,1010,0,1957,0,98133
"20150130T000000",2300000,4,2.5,3370,8402,1,0,5,10,2240,1130,1962,0,98112
"20141210T000000",360000,4,2.5,2000,5500,2,0,3,8,2000,0,2003,0,98038
"20150316T000000",585000,3,2.5,2060,10839,2,0,3,8,2060,0,1987,0,98029
"20141008T000000",182700,3,2.25,1740,6650,1,0,3,7,1240,500,1978,0,98023
"20150428T000000",305000,3,2.25,1740,6650,1,0,3,7,1240,500,1978,0,98023
"20140505T000000",309950,3,2.5,1880,7838,2,0,3,7,1880,0,1994,0,98055
"20150316T000000",550000,3,1,960,12527,1,0,3,7,960,0,1972,0,98033
"20141111T000000",825000,3,2.5,3280,26413,1,0,3,11,2670,610,1985,0,98074
"20141001T000000",998500,2,1,1570,4400,1.5,0,4,8,1570,0,1914,0,98122
"20141101T000000",644500,4,2.5,2990,5342,2,0,3,8,2990,0,2004,0,98074
"20150112T000000",320000,3,2,1250,8636,1,0,5,7,1250,0,1968,0,98059
"20141015T000000",266950,3,2.5,1920,4803,2,0,3,7,1920,0,2005,0,98042
"20140514T000000",633100,4,2.5,2470,33305,2,0,3,9,2470,0,1993,0,98053
"20140805T000000",395000,2,1,960,6700,1,0,3,7,960,0,1951,0,98103
"20150316T000000",259250,3,1,940,5904,1,0,3,6,940,0,1947,0,98103
"20141106T000000",3e+05,3,1,1260,5000,1,0,4,6,1260,0,1968,0,98014
"20150220T000000",413000,3,1.75,2280,139392,1,0,3,8,2280,0,1977,0,98092
"20140801T000000",435000,3,2.25,1740,8491,1,0,3,8,1240,500,1958,0,98177
"20141003T000000",5e+05,4,2.75,2630,15000,1,0,4,7,1690,940,1976,0,98072
"20140801T000000",402000,4,1.75,2430,5481,1,0,3,8,1430,1000,1953,0,98108
"20150501T000000",777700,3,2.5,2260,251460,1.5,0,3,10,2260,0,1995,0,98070
"20150323T000000",580000,2,1.5,1220,5000,1,0,4,7,1220,0,1938,0,98103
"20140908T000000",570000,3,1.75,2580,40392,1,0,3,9,1390,1190,1986,0,98072
"20141208T000000",174950,2,1,730,6000,1,0,3,6,730,0,1950,1985,98198
"20140507T000000",3e+05,2,1,760,3001,1,0,3,6,760,0,1913,0,98144
"20140923T000000",435000,3,1.5,1740,6988,1,0,3,7,1600,140,1950,0,98133
"20140528T000000",840000,4,2.5,3420,8405,2,0,3,10,3420,0,2000,0,98074
"20140618T000000",469000,5,2.5,2240,7543,1,0,3,7,1140,1100,1966,0,98177
"20141112T000000",870000,4,1.75,1920,3600,2,0,4,8,1920,0,1907,0,98119
"20140604T000000",532000,4,1.75,2020,7029,1,0,4,7,1430,590,1979,0,98052
"20150326T000000",455000,4,1.5,1880,11400,1,0,3,7,1280,600,1955,0,98177
"20140731T000000",201000,3,1,1010,25277,1,0,5,5,1010,0,1961,0,98019
"20140923T000000",649000,5,3.25,3990,13087,2,0,3,9,2400,1590,1991,0,98042
"20150524T000000",445500,2,1.75,1390,6670,1,0,3,6,720,670,1941,0,98115
"20140527T000000",475000,3,2,1230,11502,1,0,4,7,1230,0,1984,0,98052
"20150430T000000",590000,4,2.5,2940,29013,2,0,3,10,2940,0,1992,0,98077
"20150224T000000",565000,4,1.5,2190,8296,2,0,3,7,2190,0,1935,1963,98136
"20140915T000000",110000,1,1,640,10280,1,0,2,5,640,0,1920,0,98126
"20141219T000000",375000,3,2.5,1670,7740,1,0,3,7,1130,540,1974,0,98126
"20140718T000000",255000,3,1.5,1240,8528,1,0,4,7,1240,0,1967,0,98058
"20150429T000000",315000,5,1.75,1850,14800,1.5,0,3,6,1760,90,1937,0,98168
"20141120T000000",496600,4,2.25,2020,8400,1,0,4,8,1350,670,1961,0,98006
"20140714T000000",380000,3,1,1020,4800,1,0,3,7,1020,0,1944,0,98118
"20141110T000000",338950,3,1.75,1610,22496,1,0,4,7,1610,0,1974,0,98042
"20141019T000000",542500,5,3.5,2730,42500,1,0,3,8,1530,1200,1989,0,98027
"20140816T000000",739000,5,2.5,2840,5000,1,0,4,7,1620,1220,1913,0,98144
"20140619T000000",549000,4,1.75,1290,3060,2,0,4,7,1290,0,1906,0,98103
"20140624T000000",252000,3,2.25,1670,7881,1,0,4,7,1190,480,1977,0,98031
"20140922T000000",1698890,4,4.5,3860,15246,2,0,3,11,2940,920,2004,0,98006
"20140611T000000",735000,4,1.75,2460,5100,1.5,0,5,7,1450,1010,1909,0,98115
"20140709T000000",270000,4,2.5,1660,8063,1,0,4,7,1660,0,1978,0,98198
"20150204T000000",2250000,3,2.5,3420,8700,1,0,3,9,2890,530,1951,0,98112
"20141010T000000",155000,2,1,1010,43056,1.5,0,3,5,1010,0,1990,0,98014
"20150302T000000",469000,4,2.5,2240,5624,1,0,3,7,1520,720,1961,0,98108
"20150108T000000",305000,4,2.25,2340,5250,2,0,5,7,2340,0,1965,0,98118
"20140710T000000",675000,3,1.75,1920,4500,1,0,5,7,960,960,1924,0,98107
"20141231T000000",931000,3,2.5,2460,6600,1.5,0,4,8,1560,900,1929,0,98109
"20150205T000000",385000,3,1,1470,11398,1,0,3,8,1470,0,1950,0,98155
"20150214T000000",815000,3,2.5,3400,12442,2,0,3,9,3400,0,2001,0,98075
"20150330T000000",531000,3,2.25,1910,8390,1,0,3,7,1910,0,1979,0,98034
"20150323T000000",386500,4,1,1400,3600,1,0,4,6,700,700,1901,0,98144
"20140626T000000",475580,3,1.75,1520,11085,1,0,3,8,1520,0,1983,0,98074
"20140820T000000",358000,2,1,930,5077,1,0,3,6,930,0,1939,0,98133
"20141022T000000",677500,5,1,2340,4730,2,0,3,8,1810,530,1918,0,98116
"20140508T000000",868500,3,2.5,2920,3942,3,0,3,10,2920,0,2008,0,98056
"20150209T000000",599380,3,1.75,1270,7350,1,0,4,7,1270,0,1967,0,98005
"20141008T000000",712000,4,2.25,2450,11960,1,0,3,10,2450,0,1979,0,98074
"20150430T000000",350000,5,1.75,1380,7620,1,0,3,7,1180,200,1955,0,98106
"20140510T000000",875000,4,2,2520,6000,1,0,3,8,1400,1120,1921,2007,98103
"20150304T000000",365000,3,2.25,2290,7350,2,0,3,8,2290,0,1988,0,98058
"20140521T000000",452000,4,2,1660,6150,1,0,3,6,850,810,1945,0,98126
"20150217T000000",915000,3,2.75,2800,9750,1,0,5,7,1400,1400,1957,0,98004
"20150105T000000",482500,3,2.5,1690,3068,2,0,3,7,1690,0,2005,0,98053
"20141014T000000",425000,3,1,1180,7200,1.5,0,4,7,1180,0,1949,0,98133
"20141211T000000",460000,2,1.75,1390,4160,1,0,5,6,790,600,1916,0,98105
"20140720T000000",666570,4,2,2320,7400,1.5,0,5,7,1620,700,1913,0,98118
"20141014T000000",390000,3,2.25,2270,32112,1,0,4,8,1740,530,1980,0,98042
"20141009T000000",650000,4,1.75,2640,8215,1,0,4,7,1500,1140,1966,0,98008
"20141001T000000",305000,3,2,1680,8487,1,0,3,7,1680,0,1993,0,98022
"20140805T000000",250000,3,1,990,8100,1,0,3,6,990,0,1949,0,98146
"20150406T000000",438800,4,2.5,2770,4432,2,0,3,9,2770,0,2004,0,98058
"20141215T000000",290000,2,1,950,5650,1,0,5,6,950,0,1943,0,98118
"20150501T000000",324950,4,2,2160,4800,2,0,4,7,1290,870,1929,0,98055
"20141201T000000",453000,3,2.5,1650,1838,2,0,4,7,1270,380,1991,0,98107
"20140919T000000",556000,3,1,1800,4005,1.5,0,4,7,1160,640,1929,0,98117
"20141118T000000",315000,3,2,1660,11135,1,0,3,8,1660,0,1971,0,98045
"20140527T000000",445830,3,2.5,1870,5449,2,0,3,8,1870,0,2003,0,98011
"20141010T000000",1260000,3,3.5,3220,3960,2,0,3,10,2760,460,1991,0,98116
"20140502T000000",287200,3,3,1850,19966,1,0,4,7,1090,760,1992,0,98038
"20140923T000000",525000,4,1.5,1580,6360,1.5,0,3,7,1290,290,1945,0,98115
"20141226T000000",1135000,4,4.25,4590,17621,2,0,3,10,3160,1430,2003,0,98033
"20141010T000000",381000,3,1.75,2700,18246,1,0,4,7,1510,1190,1967,0,98059
"20140606T000000",360000,3,1.75,1020,7020,1.5,0,4,7,1020,0,1953,0,98155
"20150504T000000",619000,5,3.5,2950,2932,3,0,3,8,2950,0,2004,0,98144
"20150219T000000",535000,2,1.75,1780,224769,1,0,4,8,1780,0,1976,0,98038
"20141009T000000",402000,2,1,710,5100,1,0,5,7,710,0,1905,0,98117
"20141110T000000",6e+05,4,3.5,4300,70407,2,0,3,10,2710,1590,1992,0,98058
"20140910T000000",549950,3,2.5,2080,8690,1,0,3,8,1430,650,1974,0,98166
"20140820T000000",3e+05,4,2,2360,7440,1,0,3,7,1180,1180,1955,0,98178
"20150325T000000",360000,6,2,2210,9870,2,0,4,7,2210,0,1969,1995,98059
"20140910T000000",419000,7,3.25,4340,8521,2,0,3,7,2550,1790,1986,0,98106
"20150407T000000",510000,3,3,1320,1012,3,0,3,8,1320,0,2009,0,98117
"20140916T000000",319950,3,2.5,1980,9907,2,0,3,8,1980,0,1991,0,98022
"20141007T000000",1180000,5,5,3960,94089,2,0,3,10,3960,0,1998,0,98038
"20141003T000000",381000,4,2.5,2130,6003,2,0,3,8,2130,0,2003,0,98058
"20150505T000000",256900,3,2.5,1720,3951,2,0,3,7,1720,0,1992,0,98031
"20150219T000000",346000,5,1,1790,30456,1,0,4,7,1350,440,1964,0,98030
"20141208T000000",465000,2,2.25,1390,1222,3,0,3,7,1340,50,2009,0,98052
"20150506T000000",545000,3,2,1900,9975,1,0,3,8,1500,400,1973,0,98027
"20140730T000000",516000,2,1.75,1640,3090,1,0,4,7,910,730,1925,0,98115
"20140609T000000",550000,4,2.5,2700,5100,1,0,4,8,1440,1260,1968,0,98136
"20150505T000000",339950,4,2.25,2200,7150,2,0,4,7,2200,0,1990,0,98042
"20150325T000000",417000,3,1,1310,8514,1,0,4,7,1310,0,1953,0,98133
"20150225T000000",906000,4,2.5,2480,5000,1,0,3,8,1480,1000,1951,0,98105
"20141112T000000",980000,4,2.25,3010,9800,2,0,4,9,3010,0,1973,0,98040
"20150413T000000",555000,4,2.5,2450,5079,2,0,3,9,2450,0,2001,0,98056
"20141110T000000",468000,2,1.75,1250,7029,1,0,4,7,1250,0,1986,0,98033
"20141020T000000",378000,3,1.75,2610,117176,1,0,3,7,1390,1220,1981,0,98022
"20141216T000000",430000,4,2.5,2010,16020,1.5,0,5,8,2010,0,1962,0,98059
"20140516T000000",730100,4,2.5,3120,14300,2,0,3,9,3120,0,2003,0,98027
"20140904T000000",219000,4,1.5,1370,7944,1.5,0,3,7,1370,0,1961,0,98198
"20141121T000000",570000,3,2.5,2420,11953,1,0,3,9,2420,0,1990,0,98074
"20141119T000000",262500,4,2.75,1500,7036,1,0,3,7,1060,440,1979,0,98032
"20140529T000000",525000,5,2.5,2630,9216,2,0,3,8,2630,0,2003,0,98019
"20150402T000000",520000,2,1,950,3880,1,0,4,6,950,0,1919,0,98117
"20141209T000000",417400,3,3,2680,12285,1,0,4,8,2680,0,1970,0,98055
"20140512T000000",788000,4,3.25,3680,5759,2,0,3,9,2840,840,2003,0,98027
"20141224T000000",320000,3,1,1270,7400,1,0,4,7,1270,0,1956,0,98056
"20140905T000000",950000,6,1,2330,5000,1.5,0,4,7,2330,0,1920,0,98117
"20140527T000000",255000,3,1,960,8100,1,0,3,7,960,0,1955,0,98155
"20140520T000000",260000,4,2.5,1990,6671,2,0,3,7,1990,0,1989,0,98023
"20150312T000000",394000,3,1,1450,7930,1,0,4,6,1150,300,1923,0,98126
"20141231T000000",575000,4,2.5,2280,27441,2,0,3,8,2280,0,1996,0,98072
"20150319T000000",1250000,4,2.25,1830,7200,2,0,3,8,1750,80,1923,0,98112
"20140804T000000",385000,3,2.25,1650,7800,1,0,3,7,1260,390,1969,0,98011
"20141107T000000",456000,5,2.75,2720,193406,1,0,4,7,1700,1020,1968,0,98092
"20150506T000000",637000,4,2.5,1710,5000,1,0,3,8,1110,600,1979,0,98115
"20141110T000000",485000,5,1.5,1420,9900,1,0,3,7,1050,370,1964,0,98008
"20140512T000000",315275,3,1.75,1440,8040,1,0,3,7,960,480,1951,0,98125
"20140923T000000",252500,2,1.5,1280,8710,1,0,3,7,1280,0,1967,0,98058
"20150323T000000",240000,2,1,1320,24319,1,0,3,7,1320,0,1966,0,98027
"20141112T000000",790000,4,2.5,2560,12760,1,0,4,7,1760,800,1949,0,98115
"20140514T000000",310000,3,1,1480,7830,1,0,3,7,1480,0,1952,0,98133
"20141212T000000",1250000,4,2.5,2960,20240,2,0,4,10,2960,0,1985,0,98146
"20150128T000000",425000,2,1,1160,5038,1,0,5,7,740,420,1942,0,98126
"20140603T000000",548000,3,2.5,2110,4099,2,0,3,8,2110,0,2001,0,98072
"20140503T000000",379880,3,2.5,1650,14054,1,0,4,7,1130,520,1986,0,98027
"20140530T000000",530000,3,2.5,1950,9906,2,0,3,8,1950,0,1988,0,98074
"20150420T000000",695000,3,2.25,2600,220300,1.5,0,5,8,2120,480,1977,0,98027
"20140527T000000",435000,3,1,1270,4000,1.5,0,3,7,1270,0,1928,0,98126
"20140521T000000",540000,3,1.75,1300,62290,1,0,3,7,1300,0,1983,0,98053
"20140620T000000",425000,3,2.25,1790,10209,1,0,3,7,1290,500,1967,0,98072
"20140715T000000",490000,3,2.5,1930,7266,2,0,3,8,1930,0,2005,0,98125
"20140703T000000",220000,4,1,1200,6000,1.5,0,3,6,1200,0,1923,0,98106
"20150107T000000",540000,4,2.5,2050,3784,2,0,3,8,2050,0,2001,0,98034
"20141222T000000",670000,3,1,1710,6195,1,0,3,7,1410,300,1946,0,98105
"20141119T000000",667500,3,1.75,2130,20423,1,0,3,9,2130,0,1953,0,98004
"20140916T000000",585000,3,3.5,1700,2197,2,0,3,8,1260,440,2010,0,98116
"20141118T000000",225000,3,1.5,1390,12500,1,0,4,6,1390,0,1976,0,98014
"20140819T000000",375000,3,1,1230,9877,1,0,3,7,1230,0,1954,0,98006
"20141124T000000",335000,3,2,1490,8847,1,0,4,7,1490,0,1967,0,98177
"20150311T000000",680000,5,3.25,2440,15815,2,0,3,8,1990,450,2014,0,98155
"20150123T000000",6e+05,3,1,970,4800,1,0,3,6,970,0,1950,0,98112
"20140805T000000",161000,4,2,1700,8043,1,0,3,7,850,850,1954,0,98168
"20150114T000000",220000,4,2,1700,8043,1,0,3,7,850,850,1954,0,98168
"20141204T000000",420000,3,1.75,1720,5000,1.5,0,3,8,1720,0,1932,2009,98019
"20150327T000000",710000,3,1,1400,2250,1.5,0,3,7,1400,0,1909,0,98119
"20150122T000000",626000,4,2.5,2570,7221,1,0,4,8,1570,1000,1958,0,98117
"20140722T000000",279500,3,1.5,1200,8040,1,0,4,7,1200,0,1959,0,98146
"20140523T000000",1610000,4,3.5,4390,11600,2,0,3,11,3060,1330,1990,0,98040
"20140801T000000",325000,2,1,1080,5000,1,0,3,7,1080,0,1954,0,98106
"20140717T000000",380000,4,2.25,1860,7980,1,0,4,8,1860,0,1966,0,98058
"20140826T000000",470000,4,2.75,2150,9820,1,0,4,8,1220,930,1979,0,98011
"20141205T000000",363000,4,3,2250,12142,2,0,3,8,2250,0,1986,0,98058
"20150219T000000",245000,4,2.25,2050,7700,2,0,3,7,2050,0,1977,0,98023
"20150226T000000",525000,3,1,1010,3520,1,0,3,7,1010,0,1902,0,98102
"20140625T000000",1700000,5,3.5,5850,22885,2,0,4,11,4670,1180,1978,0,98004
"20150504T000000",658500,4,2.25,1900,5000,1,0,3,7,1400,500,1963,0,98199
"20150424T000000",680000,2,1,1020,8442,1,0,4,7,920,100,1941,0,98136
"20150225T000000",835000,4,2,3390,16025,2,0,4,10,3390,0,1987,0,98077
"20140606T000000",595000,4,2.5,1990,2175,2,0,3,8,1680,310,2005,0,98107
"20150416T000000",419000,4,2.5,3190,4980,2,0,3,9,3190,0,2005,0,98038
"20140915T000000",198900,2,1,1210,18700,1,0,4,7,1210,0,1940,0,98042
"20140515T000000",1085000,4,3.25,3740,12080,1,0,3,10,2000,1740,1988,0,98077
"20150423T000000",5e+05,3,3.5,2150,4368,2,0,3,8,1610,540,1998,0,98074
"20140711T000000",575000,4,1.75,2440,8100,1,0,4,9,1620,820,1960,0,98177
"20150402T000000",324950,2,1.5,1230,1516,3,0,3,8,1230,0,2000,0,98125
"20150226T000000",259000,3,2.5,2740,7980,2,0,4,7,2740,0,1964,0,98168
"20140516T000000",551000,2,2,2260,9604,1,0,3,9,2260,0,1990,0,98011
"20140808T000000",488000,2,1.5,1000,5125,1,0,3,7,1000,0,1942,1968,98103
"20150305T000000",635000,4,2.25,2350,46173,2,0,4,8,2350,0,1980,0,98053
"20150311T000000",395000,3,2.5,2300,8938,2,0,3,9,2300,0,1989,0,98031
"20140818T000000",370000,3,1,1440,8287,1.5,0,4,7,1440,0,1928,0,98155
"20141024T000000",675000,4,3,2780,5000,1.5,0,5,7,1710,1070,1919,0,98116
